Record_Type,Current_Location,Animal_Name,Age,Animal_Gender,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,Memo,animal_type,Animal_Breed,id
LOST,LOST,Lilly,Over 1 year<p/>,Female,Unknown,14-Jul-25,Date Lost,132nd  Square Park,,WA,,"Description: Lilly is a 10y 7m old, spayed, deer head Chihuahua.  She is blonde in color, microchipped and her collar is pink.  She was being fostered by Abbie and Emery Nakano they have moved to Federal Way and have not contacted me since July 13, 2025 and I cannot reach them.<p/>Age: Over 1 year<p/>Location Lost: 132nd , Kirkland WA  98033<p/>Lost Date: 2025-07-14<p/>",Dog,Chihuahua - Smooth Coated,732830
FOUND,In RASKC Foster Home,,4 WEEKS,Male,Black,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732831
FOUND,In RASKC Foster Home,,4 WEEKS,Male,Black,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732832
FOUND,In RASKC Foster Home,,4 WEEKS,Female,Black,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732833
FOUND,In RASKC Foster Home,,4 WEEKS,Female,Black,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732834
FOUND,In RASKC Foster Home,,4 WEEKS,Male,Black,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732835
FOUND,In RASKC Foster Home,,4 WEEKS,Female,Black,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732836
FOUND,In RASKC Foster Home,,4 WEEKS,Female,Gray,28-Jul-25,Received on,13000 block of  MARTIN LUTHER KING JR WAY S,SEATTLE,WA,98178,Received on: 2025-07-28<p/> Found Near: 13000 block of  MARTIN LUTHER KING JR WAY S<p/> Description: Gray Female Domestic Shorthair Cat<p/> Age: 4 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732837
FOUND,In RASKC Foster Home,Madeline,4 MONTHS,Female,Slvr Tabby / Tortie Pt,28-Jul-25,Received on,24400 block of  64TH AVE S,KENT,WA,98032,Received on: 2025-07-28<p/> Found Near: 24400 block of  64TH AVE S<p/> Description: Slvr Tabby / Tortie Pt Female Domestic Mediumhair Cat<p/> Age: 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Mediumhair,732838
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Zoey,1 YEAR,Spayed Female,White,7-Aug-25,Received on,,,WA,,"Received on: 2025-08-07<p/> Description: White<p/>  Spayed Female Chihuahua - Smooth Coated Dog<p/> Age: 1 YEAR<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Zoey and I am available for adoption!<p/><p/>I am a sweet, loving girl who is excited to hang out with you! I get along well with kids and I am very excited to meet you!<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",Dog,Chihuahua - Smooth Coated,732839
LOST,LOST,Boba,Over 1 year<p/>,Male,Black,26-Jul-25,Date Lost,Veazie-Cumberland  Rd SE & SE 384th St,King County,WA,98022,"Description: 1 year old male, black cat, very friendly, had collar with tracker and tag that says “boba”<p/>Age: Over 1 year<p/>Location Lost: Veazie Cumberland Rd SE and SE 384th st, Enumclaw WA  98022<p/>Lost Date: 2025-07-26<p/>",Cat,Domestic Shorthair,732847
LOST,LOST,Boris,Over 1 year<p/>,Male,Black,20-Jul-25,Date Lost,166TH  AVE CT EAST,,WA,,"Description: 10 year old, Chipped front tooth, white patch on belly, last seen wearing black reflecting breakaway collar, gold eyes<p/>Age: Over 1 year<p/>Location Lost: 166th AVE CT EAST, Bonney Lake WA  98391<p/>Lost Date: 2025-07-20<p/>",Cat,American Shorthair,732879
LOST,LOST,Butters,Unknown<p/>,Male,Unknown,17-Jul-25,Date Lost,1800 block of  4TH ST NE,AUBURN,WA,98002,"Description: White with orange and tannish markings on his head and ears and markings on his back and tail<p/>Age: Unknown<p/>Location Lost: 1804 4th street north east auburn, Auburn WA  98002<p/>Lost Date: 2025-07-17<p/>",Cat,Domestic Shorthair,732880
LOST,LOST,Nemo,Over 1 year<p/>,Male,Unknown,24-Jul-25,Date Lost,6900 block of  128TH PL SE,Bellevue,WA,98006,"<p/>Age: Over 1 year<p/>Location Lost: 6922 128th pl se , Bellevue WA  98006<p/>Lost Date: 2025-07-24<p/>",Cat,Ragdoll,732884
LOST,LOST,Bella,Unknown<p/>,Female,Unknown,29-Jul-25,Date Lost,WOODMONT  ELEMENTARY SCHOOL,,WA,,"<p/>Age: Unknown<p/>Location Lost: Woodmont Elementary school, Seattle WA  98198<p/>Lost Date: 2025-07-29<p/>",Dog,Pomeranian,732891
FOUND,In RASKC Foster Home,,1 YEAR,Female,Gray,29-Jul-25,Received on,23800 block of  111TH PL SE,KENT,WA,98031,Received on: 2025-07-29<p/> Found Near: 23800 block of  111TH PL SE<p/> Description: Gray Female Domestic Longhair Cat<p/> Age: 1 YEAR<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Longhair,732914
FOUND,In RASKC Foster Home,,2 WEEKS,Female,Black,29-Jul-25,Received on,23800 block of  111TH PL SE,KENT,WA,98031,Received on: 2025-07-29<p/> Found Near: 23800 block of  111TH PL SE<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732915
FOUND,In RASKC Foster Home,,2 WEEKS,Male,Black,29-Jul-25,Received on,23800 block of  111TH PL SE,KENT,WA,98031,Received on: 2025-07-29<p/> Found Near: 23800 block of  111TH PL SE<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732916
FOUND,In RASKC Foster Home,,2 WEEKS,Female,Brn Tabby,29-Jul-25,Received on,23800 block of  111TH PL SE,KENT,WA,98031,Received on: 2025-07-29<p/> Found Near: 23800 block of  111TH PL SE<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732917
LOST,LOST,Lil Cat,Unknown<p/>,Female,White,14-Jul-25,Date Lost,Greenwood  Ave N & N 60th St,Seattle,WA,98103,"Description: Hi, I'm not too sure what breed she is. She might be a mutt styled cat. She has long white fur, short legs, small body, tiny, green eyes, pink nose, and squishy face. She may be dirty from playing outside.<p/>Age: Unknown<p/>Location Lost: Greenwood Ave N and N 60th Street, Seattle WA  98107<p/>Lost Date: 2025-07-14<p/>",Cat,Munchkin Longhair,732924
LOST,LOST,Mochi,Over 1 year<p/>,Female,Unknown,27-Jul-25,Date Lost,SE  237th Pl & 128th Ave SE,Kent,WA,98031,"Description: she has a distinctive light brown patch on the left of her nose.<p/>Age: Over 1 year<p/>Location Lost: SE 237th Pl and 128th Ave SE, Kent WA  98031<p/>Lost Date: 2025-07-27<p/>",Cat,Domestic Shorthair,732925
LOST,LOST,Findig,Over 1 year<p/>,Male,Unknown,29-Jul-25,Date Lost,13400 block of  SE 67TH PL,Newcastle,WA,98059,"Description: Gray cat with stripes with white chest and paws. Very friendly and skittish, not an outdoors cat so will likely be extremely afraid.<p/>Age: Over 1 year<p/>Location Lost: 13483 SE 67th Pl, Renton WA  98059<p/>Lost Date: 2025-07-29<p/>",Cat,Domestic Shorthair,732932
LOST,LOST,Pancake,Over 1 year<p/>,Male,White,23-Jul-25,Date Lost,8400 block of  NE 9TH ST,Medina,WA,98039,"Description: Predominantly white with gray(blue) spots <p/>Age: Over 1 year<p/>Location Lost: 8445 NE 9th St, Medina WA  98039<p/>Lost Date: 2025-07-23<p/>",Cat,Exotic Shorthair,732934
LOST,LOST,Nemo,Over 1 year<p/>,Male,Unknown,24-Jul-25,Date Lost,6900 block of  128TH PL SE,Bellevue,WA,98006,"<p/>Age: Over 1 year<p/>Location Lost: 6922 128th pl se , Bellevue WA  98006<p/>Lost Date: 2025-07-24<p/>",Cat,Ragdoll,732937
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,9 MONTHS,Unknown,Black / White,30-Jul-25,Received on,35200 block of  53RD AVE S,AUBURN,WA,98001,"Received on: 2025-07-30<p/> Found Near: 35200 block of  53RD AVE S<p/> Description: Black / White Unknown Domestic Shorthair Cat<p/> Age: 9 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,732953
LOST,LOST,Jack,Unknown<p/>,Male,White,25-Jul-25,Date Lost,29800 block of  172ND AVE SE,,WA,98042,"<p/>Age: Unknown<p/>Location Lost: 29871 172nd Ave SE, Kent WA  98042<p/>Lost Date: 2025-07-25<p/>",Cat,Domestic Mediumhair,732955
FOUND,In Public Home,,Unknown<p/>,Unknown,Unknown,28-Jul-25,Date Found,37600 block of  31ST AVE S,,WA,98003,"Description: White cat with white collar on, no name tag<p/>Age: Unknown<p/>Found Near: 37600 block of  31ST AVE S<p/>Found Date: 2025-07-28<p/>",Cat,American Shorthair,732956
LOST,LOST,Jack,Over 1 year<p/>,Male,White,25-Jul-25,Date Lost,29800 block of  172ND AVE SE,,WA,98042,"Description: He's a very sweet though shy kitty. Has been neutered. <p/>Age: Over 1 year<p/>Location Lost: 29871 172nd Ave SE, Kent WA  98042<p/>Lost Date: 2025-07-25<p/>",Cat,Domestic Mediumhair,732957
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rick,2 YEARS,Neutered Male,Black,7-Aug-25,Received on,,,WA,,"Received on: 2025-08-07<p/> Description: Black<p/>  Neutered Male Labrador Retriever / Mastiff Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Rick and I am available for adoption!<p/><p/>I am an outgoing, spirited boy who is eager to please and impress you! I was adopted and returned due to my drive to chase their cats, but otherwise my prior adopters thought I was great! I got along with all the dogs in the neighborhood and I loved meeting all the new humans. <p/><p/>I am a smart dog, and I know the commands ""sit,"" ""down,"" and ""go.""<p/><p/>I am a quick learner, and I do well when my family is calm, cool, and collected.<p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",Dog,Labrador Retriever / Mastiff,732958
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Morty,2 YEARS,Neutered Male,Brown,30-Jul-25,Received on,,,WA,,"Received on: 2025-07-30<p/> Description: Brown<p/>  Neutered Male Labrador Retriever Dog<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Morty and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on 07/30/25.<p/><p/>I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/><p/>I am considered a ""large breed"" dog.<p/><p/>I am an independent dog who likes to do my own thing!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>I would do best in a home with older children.<p/><p/><p/>",Dog,Labrador Retriever,732959
LOST,LOST,Sassy,Under 1 year<p/>,Female,Black,30-Jul-25,Date Lost,10700 block of  SE 238TH ST,Kent,WA,98031,"<p/>Age: Under 1 year<p/>Location Lost: 10705 SE 238th St, Apt 4, Kent WA  98031<p/>Lost Date: 2025-07-30<p/>",Cat,Domestic Shorthair,732960
LOST,LOST,Pinecone (pi,Over 1 year<p/>,Female,Brown,27-Jul-25,Date Lost,MARINE  DRIVE AND FLORENCE ROAD,,WA,,"Description: Small chihuahua mix (6 or 7 pounds), about 6 or 7 years old. Brindle coat (black and brown), white white on face and chest. Big, expressive ears! Timid and will run if chased. Slipped out of harness, no collar.<p/>Age: Over 1 year<p/>Location Lost: Marine Drive and Florence Road, Stanwood WA  98292<p/>Lost Date: 2025-07-27<p/>",Dog,Chihuahua - Smooth Coated,732963
FOUND,In RASKC Foster Home,Chester,7 WEEKS,Neutered Male,Gray,30-Jul-25,Received on,28400 block of  46TH AVE S,AUBURN,WA,98001,Received on: 2025-07-30<p/> Found Near: 28400 block of  46TH AVE S<p/> Description: Gray Neutered Male Domestic Shorthair Cat<p/> Age: 7 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732965
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Runhild,5 MONTHS,Spayed Female,Brn Tabby,30-Jul-25,Received on,22200 block of  SE 331ST ST,AUBURN,WA,98092,"Received on: 2025-07-30<p/> Found Near: 22200 block of  SE 331ST ST<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 5 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,732967
ADOPTABLE,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Talis,2 YEARS,Neutered Male,Gray Tabby,30-Jul-25,Received on,,,WA,,"Received on: 2025-07-30<p/> Description: Gray Tabby<p/>  Neutered Male Domestic Shorthair Barn Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $0.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Talis and I am a ""Working Cat"". I am seeking a home where I can put my hunting skills to work! <p/><p/>I am a cat that has never been socialized with humans so I will avoid you at all cost. Please allow me my space so that I can feel the most comfortable while acclimating to your space. <p/><p/>If you have never had working cats before, please reach out to barncatsrus@gmail.com to get all of the resources you will need to set up before you bring me home.<p/>",Barn Cat,Domestic Shorthair,732969
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Jupiter,11 WEEKS,Spayed Female,Black,30-Jul-25,Received on,25600 block of  SE 394TH ST,ENUMCLAW,WA,98022,"Received on: 2025-07-30<p/> Found Near: 25600 block of  SE 394TH ST<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,732972
FOUND,In RASKC Foster Home,,2 YEARS,Spayed Female,Black,30-Jul-25,Received on,800 block of  WEST VALLEY HWY S,KENT,WA,98032,Received on: 2025-07-30<p/> Found Near: 800 block of  WEST VALLEY HWY S<p/> Description: Black Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732973
FOUND,In RASKC Foster Home,,2 WEEKS,Female,Black,30-Jul-25,Received on,800 block of  WEST VALLEY HWY S,KENT,WA,98032,Received on: 2025-07-30<p/> Found Near: 800 block of  WEST VALLEY HWY S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732981
LOST,LOST,Charles,Over 1 year<p/>,Male,White,13-Jul-25,Date Lost,259TH  PL KENT WA,,WA,,"Description: White and grey cat with blue eyes <p/>Age: Over 1 year<p/>Location Lost: 259th Pl Kent Wa , Kent WA  98030<p/>Lost Date: 2025-07-13<p/>",Cat,Domestic Longhair,732982
FOUND,In RASKC Foster Home,,2 WEEKS,Male,Black,30-Jul-25,Received on,800 block of  WEST VALLEY HWY S,KENT,WA,98032,Received on: 2025-07-30<p/> Found Near: 800 block of  WEST VALLEY HWY S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 2 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732983
LOST,LOST,Smokey,Over 1 year<p/>,Male,Unknown,23-Jul-25,Date Lost,200 block of  145th Ave NE,Bellevue,WA,98007,"<p/>Age: Over 1 year<p/>Location Lost: 219 145th ave , Bellevue WA  98007<p/>Lost Date: 2025-07-23<p/>",Cat,Domestic Mediumhair,732988
FOUND,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barn Cat Andromeda,1 YEAR 6 MONTHS,Spayed Female,Gray,30-Jul-25,Received on,12000 block of  71ST AVE S,SEATTLE,WA,98178,"Received on: 2025-07-30<p/> Found Near: 12000 block of  71ST AVE S<p/> Description: Gray Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",Cat,Domestic Shorthair,732996
FOUND,In RASKC Foster Home,Comet,6 WEEKS,Male,Black,30-Jul-25,Received on,12000 block of  71ST AVE S,SEATTLE,WA,98178,Received on: 2025-07-30<p/> Found Near: 12000 block of  71ST AVE S<p/> Description: Black Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>,Cat,Domestic Shorthair,732997
LOST,LOST,Aki,Over 1 year<p/>,Male,Brown,10-Jul-25,Date Lost,121st  Way SE & SE 204th St,Kent,WA,98031,"Description: Brown tabby top and white stomach. He has a tabby colored dot on his nose (left for him, right when looking at him). Green eyes. Large cat. He is microchipped but the chip moved to his side away from his neck. <p/>Age: Over 1 year<p/>Location Lost: 121st Way SE and SE 204 ST, Kent WA  98031<p/>Lost Date: 2025-07-10<p/>",Cat,American Shorthair,732998
LOST,LOST,Sassy,Under 1 year<p/>,Female,Black,30-Jul-25,Date Lost,10700 block of  SE 238TH ST,Kent,WA,98031,"Description: Perky ears. 14 weeks old. Not to friendly to strangers. In certain angles of light she does look brown<p/>Age: Under 1 year<p/>Location Lost: 10705 SE 238th St, Apt 4, Kent WA  98031<p/>Lost Date: 2025-07-30<p/>",Cat,Domestic Shorthair,733008
